Date,Event Name,Placement,Earning
29-Apr-2018,"€ 50,000 No Limit Hold'em - 8 Handed #17European Poker Tour - EPT Monte Carlo, Monte Carlo",5th,"HK$ 1,052,500"
08-Feb-2018,"C$ 2,300 + 200 No Limit Hold'emWorld Poker Tour - WPT Fallsview Poker Classic, Niagara Falls",86th,"$ 134,109"
07-Jan-2018,"$ 25,000 No Limit Hold'em - REG Charity EventPokerStars Caribbean Adventure - PCA 2018, Paradise Island",3rd,"$ 117,091"
18-Dec-2017,"€ 2,150 No Limit Hold'em - Turbo 6 Handed ( Event #41 )PokerStars Championship Prague, Prague",5th,"$ 618,556"
23-Oct-2017,"HK$ 95,000 + 5,000 No Limit Hold'em - Main Event2017 Asia Championship of Poker (ACOP), Macau",19th,"$ 319,780"
16-Oct-2017,"HK$ 240,000 + 10,000 No Limit Hold'em - Triton 6-Max Side EventTriton Poker Super High Roller Series Macau, Macau",12th,"$ 15,118"
02-May-2017,"€ 25,500 No Limit Hold'em - Eight Max Shot Clock (Event 47)PokerStars Championship presented by Monte-Carlo Casino, Monte Carlo",7th,"$ 210,000"
29-Apr-2017,"€ 5,300 No Limit Hold'em - PokerStars Championship Main Event (Event 24)PokerStars Championship presented by Monte-Carlo Casino, Monte Carlo",89th,"$ 216,628"
22-Apr-2017,"£ 2,500 + 200 No Limit Hold'em - 6 Maxpartypoker LIVE - partypoker MILLIONS Dusk Till Dawn, Nottingham",11th,"C$ 4,083"
07-Apr-2017,"HK$ 103,000 No Limit Hold'em - PokerStars Championship High Roller #42PokerStars Championship Macau, Macau",18th,"$ 3,258"
14-Mar-2017,"$ 5,300 No Limit Hold'em - PokerStars Championship Main Event (Event #16)PokerStars Championship Panama, Panama City",67th,"$ 151,497"
13-Feb-2017,"C$ 1,500 + 150 No Limit Hold'em  - Second Chance (Event #13)World Poker Tour - WPT Playground, Kahnawake",11th,"$ 18,913"
10-Jan-2017,"$ 900 + 75 No Limit Hold'em - Turbo Knockout (Event #53)PokerStars Championship Bahamas, Paradise Island",10th,"HK$ 257,000"
06-Jan-2017,"$ 98,000 + 2,000 No Limit Hold'em - PokerStars Championship Super High Roller  (Event #1)PokerStars Championship Bahamas, Paradise Island",4th,"$ 32,934"
13-Dec-2016,"€ 5,000 + 300 No Limit Hold'em - EPT Main EventEuropean Poker Tour - EPT Prague, Prague",191st,"HK$ 552,000"
04-Nov-2016,"HK$ 23,000 + 2,000 No Limit Hold'em - ACOP Warm-Up (Event #7)2016 Asia Championship of Poker (ACOP), Macau",10th,"$ 70,705"
19-Aug-2016,"€ 2,000 + 150 No Limit Hold'em - Hyperturbo (Event #15)European Poker Tour - EPT Barcelona, Barcelona",18th,"$ 108,997"
26-Apr-2016,"€ 10,000 + 300 No Limit Hold'em - High Roller #2European Poker Tour - EPT Monte Carlo Grand Final, Monte Carlo",30th,"$ 10,389"
14-Jan-2016,"$ 10,300 #100 No Limit Hold'em - 6-Handed TurboPokerStars Caribbean Adventure - PCA 2016, Paradise Island",9th,"$ 9,598"
06-Jan-2016,"$ 100,000 #1 No Limit Hold'em - Super High Roller 8-HandedPokerStars Caribbean Adventure - PCA 2016, Paradise Island",7th,"HK$ 210,000"
25-Oct-2015,"€ 5,000 + 300 #32 No Limit Hold'em EPT Main EventEuropean Poker Tour - EPT Malta, St. Julian’s",7th,"$ 27,027"
24-Aug-2015,"€ 5,000 + 300 No Limit Hold'em - EPT Main Event #29European Poker Tour - EPT Barcelona, Barcelona",31st,"$ 7,720"
07-May-2015,"€ 3,000 + 250 No Limit Hold'em - Escalator '8 Handed' (Event #69)European Poker Tour - EPT Monte Carlo Grand Final, Monte Carlo",3rd,"C$ 4,160"
28-Mar-2015,"€ 2,000 + 150 #68 No Limit Hold'em - Turbo Six MaxEuropean Poker Tour - EPT Malta, St. Julian’s",20th,"$ 3,178"
25-Mar-2015,"€ 1,000 + 100 #48 No Limit Hold'emEuropean Poker Tour - EPT Malta, St. Julian’s",16th,"$ 1,340"
18-Mar-2015,"€ 25,000 + 500 #5 No Limit Hold'em - EPT High RollerEuropean Poker Tour - EPT Malta, St. Julian’s",3rd,"$ 576,300"
07-Jan-2015,"$ 2,643 + 357 #2 No Limit Hold'em - LAPT Bahamas Main EventPokerStars Caribbean Adventure - PCA 2015, Paradise Island",20th,"$ 8,001"
27-Aug-2014,"€ 5,000 + 200 #41 No Limit Hold'em - Turbo 6MaxEuropean Poker Tour - EPT Barcelona, Barcelona",6th,"HK$ 129,200"
20-Feb-2014,"C$ 2,300 + 200 No Limit Hold'em2014 Fallsview Poker Classic, Niagara Falls",23rd,"$ 16,659"
14-Jan-2013,"$ 10,000 + 300 No Limit Hold'em - Six Max (Event #40)PokerStars Caribbean Adventure - PCA 2013, Paradise Island",8th,"$ 4,222"
