Date,Event Name,Placement,Earning
20-Aug-2014,"€ 2,000 + 200 #14 No Limit Hold'em - Estrellas High RollerEuropean Poker Tour - EPT Barcelona, Barcelona",86th,"$ 17,800"
08-Jun-2014,"$ 10,000 H.O.R.S.E (Event #22)45th World Series of Poker - WSOP 2014, Las Vegas",16th,"HK$ 32,800"
22-Mar-2014,"€ 2,000 + 200 No Limit Hold'em - Eureka High RollerEuropean Poker Tour - EPT Vienna, Vienna",59th,"$ 4,228"
10-Jan-2014,"$ 2,000 + 200 No Limit Hold'em TurboPokerStars Caribbean Adventure - PCA 2014, Paradise Island",23rd,"$ 5,403"
12-Dec-2013,"€ 5,000 + 300 No Limit Hold'em - EPT Main EventEuropean Poker Tour - EPT Prague, Prague",106th,"$ 21,958"
06-Jul-2013,"$ 10,000 World Championship - No Limit Hold'em (Event #62)44th World Series of Poker - WSOP 2013, Las Vegas",295th,"$ 5,219"
09-Jun-2013,"$ 5,000 Pot Limit Hold'em (Event #19)44th World Series of Poker - WSOP 2013, Las Vegas",7th,"$ 3,840"
15-May-2013,"€ 10,000 + 300 No Limit Hold'em - 6 Max TurboEuropean Poker Tour - EPT Monte Carlo Grand Final, Monte Carlo",4th,"$ 13,566"
23-Mar-2013,"€ 2,700 + 300 No Limit Hold'em - High RollerFrance Poker Series - FPS Evian, Rhone-Alps",4th,"$ 32,242"
15-Dec-2012,"€ 5,000 + 200 No Limit Hold'em - 6 HandedEuropean Poker Tour - EPT Prague, Prague",6th,"$ 34,341"
07-Dec-2012,"€ 10,000 + 300 No Limit Hold'em - High RollerWorld Poker Tour - WPT Prague, Prague",2nd,"$ 29,503"
29-Sep-2012,"€ 10,000 + 450 No Limit Hold'em - Main Event (Event #7)World Series Of Poker Europe - WSOPE 2012, Cannes",25th,"$ 9,369"
23-Aug-2012,"€ 10,000 + 300 No Limit Hold'em - High RollerEuropean Poker Tour - EPT Barcelona, Barcelona",7th,"$ 18,691"
11-Jun-2012,"$ 3,000 No Limit Hold'em - Six Handed (Event #23)43rd World Series of Poker - WSOP 2012, Las Vegas",6th,"$ 167,392"
23-Apr-2012,"€ 98,500 + 1,500 No Limit Hold'em - Super High Roller 8 MaxEuropean Poker Tour - EPT Monte Carlo Grand Final, Monte Carlo",3rd,"$ 29,983"
26-Mar-2012,"€ 5,000 + 300 No Limit Hold'em - Main EventEuropean Poker Tour - EPT Campione, Campione d'Italia",61st,"$ 53,459"
16-Mar-2012,"€ 10,000 + 300 No Limit Hold'em - 8 Max RebuyEuropean Poker Tour - EPT Madrid, Madrid",4th,"$ 68,738"
25-Feb-2012,"$ 2,080 No Limit Hold'em - Six Max2012 L.A. Poker Classic, Los Angeles",7th,"$ 819,878"
03-Dec-2011,"درهم 30,000 + 3,000 No Limit Hold'em - High RollerFrance Poker Series - FPS Mazagan, El Jadida",2nd,"$ 11,938"
11-Oct-2011,"€ 3,000 + 200 No Limit Hold'em ShootoutWorld Series Of Poker Europe - WSOPE 2011, Cannes",5th,"$ 35,945"
12-Jul-2011,"$ 10,000 + 80 Main Event - No Limit Hold'emBellagio Cup VII, Las Vegas",23rd,"$ 6,380"
12-Jun-2011,"$ 10,000 Seven Card Stud Championship42nd World Series of Poker - WSOP 2011, Las Vegas",1st,"$ 40,027"
08-Jun-2011,"$ 1,500 No Limit Hold'em - Shootout42nd World Series of Poker - WSOP 2011, Las Vegas",88th,"$ 63,805"
05-May-2011,"€ 25,000 + 500 No Limit Hold'em - High RollerEuropean Poker Tour - EPT Madrid Grand Final, Madrid",1st,"$ 15,031"
27-Feb-2011,"$ 25,100 High Roller Event2011 L.A. Poker Classic, Los Angeles",3rd,"$ 331,639"
08-Jan-2011,"$ 10,000 + 300 No Limit Hold'em - Main EventPokerStars Caribbean Adventure - PCA 2011, Paradise Island",126th,"$ 4,998"
09-Dec-2010,"€ 3,000 No Limit Hold'em - Main EventTrophees Haussmann, Paris",1st,"$ 779,220"
22-Oct-2010,"€ 1,500 No Limit Hold'emBarrière Poker Tour - BPT Lille, Lille",1st,"$ 146,055"
04-Jun-2010,"$ 1,500 No Limit Hold'em41st World Series of Poker - WSOP 2010, Las Vegas",91st,"$ 20,000"
15-Apr-2010,"€ 5,000 + 300 No Limit Hold'em - Main EventEuropean Poker Tour - EPT Sanremo, Sanremo",145th,"$ 147,000"
11-Feb-2010,"€ 5,000 No Limit Hold'em - Diamond EventEuro Finals of Poker 2010, Paris",13th,"$ 63,227"
11-Dec-2009,"$ 1,000 + 80 No Limit Hold'em2009 Doyle Brunson Five Diamond World Poker Classic, Las Vegas",9th,"$ 4,394"
25-Sep-2009,"Caesars Cup - Europe vs USAWorld Series Of Poker Europe - WSOPE 2009, London",1st,"$ 10,190"
03-Jul-2009,"$ 10,000 World Championship No Limit Hold'em40th World Series of Poker - WSOP 2009, Las Vegas",122nd,"$ 14,016"
03-Jun-2009,"$ 2,500 Pot Limit Omaha/Hold'em40th World Series of Poker - WSOP 2009, Las Vegas",29th,"$ 11,558"
06-Mar-2009,"$ 20,000 No Limit Hold'em NBC National Heads-Up Championship 2009, Las Vegas",3rd,"$ 40,288"
21-Feb-2009,"$ 9,900 + 100 Main Event - No Limit Hold'em2009 L.A. Poker Classic, Los Angeles",32nd,"$ 6,293"
07-Jan-2009,"$ 24,500 + 500 No Limit Hold'em - High Roller EventPokerStars Caribbean Adventure - PCA 2009, Paradise Island",1st,"$ 125,000"
05-Dec-2008,"$ 3,000 + 120 No Limit Hold'em2008 Doyle Brunson Five Diamond World Poker Classic, Las Vegas",12th,"$ 38,085"
13-Oct-2008,"$ 2,500 + 120 No Limit Hold'em6th Annual Festa Al Lago Classic, Las Vegas",2nd,"$ 433,500"
26-Jun-2008,"$ 5,000 No Limit Hold'em39th World Series of Poker - WSOP 2008, Las Vegas",16th,"$ 6,535"
13-Mar-2008,"$ 2,000 + 80 No Limit Hold'emThe Wynn Classic, Las Vegas",5th,"$ 55,870"
23-Nov-2007,"$ 2,500 APPT Main Event - No Limit Hold'emAsia Pacific Poker Tour - APPT Macau, Taipa",5th,"$ 31,781"
09-Jun-2007,"$ 1,500 No Limit Hold'em38th World Series of Poker - WSOP 2007, Las Vegas",21st,"$ 11,097"
14-Mar-2007,"zł 15,000 No Limit Hold'emEuropean Poker Tour - EPT Warsaw, Warsaw",18th,"$ 48,576"
07-Oct-2006,"€ 5,000 No Limit Hold'em - EPT Main EventEuropean Poker Tour - EPT Baden, Baden",16th,"$ 20,806"
19-Feb-2005,"€ 500 + 50 No Limit Hold'emEuropean Poker Tour - EPT Deauville, Deauville",9th,"$ 8,228"
